903	875	843	807	769	727	683	637	587	535	481	425	368	308	248	187	125	63	0	62	124	186	247	307	367	425	480	535	586	636	683	727	769	807	842	874	903	928	949	967	980	990	996	998	996	990	980	966	949	928
927	903	874	841	807	768	727	683	636	586	534	480	425	367	308	247	186	124	62	0	62	125	186	247	308	367	425	481	534	586	636	683	727	769	807	842	874	903	928	949	966	980	990	996	997	995	990	979	966	949
949	928	902	873	842	807	768	727	683	635	586	534	480	424	367	307	247	186	124	62	0	62	125	186	248	308	367	425	480	535	587	636	683	727	769	807	843	875	903	928	949	966	980	990	995	997	996	989	980	966
967	949	928	902	875	842	807	769	727	683	636	586	535	481	425	367	308	248	186	125	62	0	62	124	187	248	308	367	424	481	535	586	636	683	727	768	807	843	875	903	928	949	967	980	990	996	998	995	990	980
980	966	948	927	902	873	841	807	768	727	683	636	586	534	480	424	367	308	247	186	125	62	0	62	125	187	248	308	367	424	480	534	586	635	682	726	768	807	842	874	902	927	948	966	979	989	995	997	995	990
990	980	967	948	928	902	874	843	807	768	727	683	636	586	534	480	424	367	307	247	186	124	62	0	63	125	187	249	308	367	425	481	535	587	636	683	728	769	808	843	875	903	928	949	966	980	990	995	998	996
996	991	980	966	949	928	903	875	843	807	769	728	683	636	587	534	481	425	367	308	248	187	125	63	0	63	125	187	248	308	367	425	480	535	586	636	683	728	769	807	843	874	903	928	949	966	980	990	996	998
998	995	989	979	966	948	927	903	874	842	807	769	727	683	636	586	534	481	425	367	308	248	187	125	63	0	62	124	186	247	308	366	424	480	534	585	635	682	727	768	806	841	874	902	926	948	966	979	989	995
996	998	996	990	980	966	949	928	903	874	843	807	769	728	683	636	586	535	480	425	367	308	248	187	125	62	0	63	125	187	248	308	367	425	481	534	587	636	683	728	769	807	843	875	903	928	949	966	980	991
990	996	998	995	990	980	966	949	928	903	875	843	808	769	728	683	636	587	535	481	425	367	308	249	187	124	63	0	62	124	186	247	307	367	424	480	534	586	636	683	727	768	807	843	874	902	928	948	967	980
980	990	995	997	995	989	979	966	948	927	902	874	842	807	768	726	682	635	586	534	480	424	367	308	248	186	125	62	0	62	125	186	247	308	367	424	480	534	586	636	683	727	768	807	841	873	902	927	948	966
967	980	990	995	998	996	990	980	967	949	928	903	875	843	807	768	727	683	636	586	535	481	424	367	308	247	187	124	62	0	62	125	186	248	308	367	425	481	535	586	636	683	727	769	807	842	875	902	928	949
949	966	980	989	996	997	995	990	980	966	949	928	903	875	843	807	769	727	683	636	587	535	480	425	367	308	248	186	125	62	0	62	124	186	247	307	367	424	480	534	586	635	683	727	768	807	842	873	902	928
928	949	966	979	990	995	997	996	990	980	966	949	928	903	874	842	807	769	727	683	636	586	534	481	425	366	308	247	186	125	62	0	62	124	186	247	308	367	425	480	534	586	636	683	727	768	807	841	874	903
904	928	949	966	980	990	996	998	996	990	980	967	949	928	903	874	842	807	769	727	683	636	586	535	480	424	367	307	247	186	124	62	0	63	125	187	248	308	368	425	481	535	587	637	683	727	769	807	843	875
875	903	928	948	967	980	990	996	998	996	990	980	967	949	928	903	874	843	807	769	727	683	635	587	535	480	425	367	308	248	186	124	63	0	62	124	187	248	308	367	425	480	535	587	636	683	727	768	807	843
843	874	903	927	949	966	980	990	996	998	996	990	980	967	949	927	903	874	842	807	769	727	682	636	586	534	481	424	367	308	247	186	125	62	0	62	125	187	248	308	367	425	480	535	586	635	683	727	768	807
808	843	875	902	928	949	966	980	990	996	998	996	990	980	966	949	927	903	874	842	807	768	726	683	636	585	534	480	424	367	307	247	187	124	62	0	63	125	187	248	309	367	425	481	534	586	636	683	727	769
769	807	843	874	903	928	949	967	980	990	996	998	996	990	981	966	949	928	903	874	843	807	768	728	683	635	587	534	480	425	367	308	248	187	125	63	0	62	125	187	248	308	367	425	480	534	586	636	683	728
728	769	808	842	875	903	928	949	967	980	990	996	998	997	990	980	967	949	928	903	875	843	807	769	728	682	636	586	534	481	424	367	308	248	187	125	62	0	63	125	187	248	308	368	425	480	535	586	636	683
684	728	769	807	843	875	903	928	949	967	980	990	997	998	996	990	980	967	949	928	903	875	842	808	769	727	683	636	586	535	480	425	368	308	248	187	125	63	0	62	125	187	248	308	367	424	481	534	586	636
637	683	728	768	807	843	874	903	928	949	966	981	990	996	998	996	990	980	967	949	928	903	874	843	807	768	728	683	636	586	534	480	425	367	308	248	187	125	62	0	63	125	187	248	308	367	425	480	534	587
587	636	683	726	768	807	842	874	903	927	949	966	980	990	996	998	996	990	980	966	949	928	902	875	843	806	769	727	683	636	586	534	481	425	367	309	248	187	125	63	0	62	124	187	247	307	367	424	480	534
535	586	636	682	727	769	807	842	874	903	927	949	967	980	990	996	998	996	990	980	966	949	927	903	874	841	807	768	727	683	635	586	535	480	425	367	308	248	187	125	62	0	62	125	186	247	308	367	424	481
481	535	587	635	683	727	769	807	843	874	903	928	949	967	980	990	996	998	996	990	980	967	948	928	903	874	843	807	768	727	683	636	587	535	480	425	367	308	248	187	124	62	0	63	124	186	248	308	367	425
425	480	535	586	636	683	727	769	807	842	874	903	928	949	967	980	990	996	998	996	990	980	966	949	928	902	875	843	807	769	727	683	637	587	535	481	425	368	308	248	187	125	63	0	62	124	186	247	307	367
368	425	481	534	586	636	683	727	769	807	842	874	903	928	949	966	980	990	996	997	995	990	979	966	949	926	903	874	841	807	768	727	683	636	586	534	480	425	367	308	247	186	124	62	0	62	125	186	247	308
309	367	425	480	535	587	636	683	727	769	807	843	875	903	928	949	966	980	990	995	997	996	989	980	966	948	928	902	873	842	807	768	727	683	635	586	534	480	424	367	307	247	186	124	62	0	62	125	186	248
248	308	367	424	481	535	586	636	683	727	768	807	843	875	903	928	949	967	980	990	996	998	995	990	980	966	949	928	902	875	842	807	769	727	683	636	586	535	481	425	367	308	248	186	125	62	0	62	124	187
187	248	308	367	424	480	534	586	635	682	726	768	807	842	874	902	927	948	966	979	989	995	997	995	990	979	966	948	927	902	873	841	807	768	727	683	636	586	534	480	424	367	308	247	186	125	62	0	62	125
126	187	249	308	367	425	481	535	587	636	683	728	769	808	843	875	903	928	949	966	980	990	995	998	996	989	980	967	948	928	902	874	843	807	768	727	683	636	586	534	480	424	367	307	247	186	124	62	0	63
63	125	187	248	308	367	425	480	535	586	636	683	728	769	807	843	874	903	928	949	966	980	990	996	998	995	991	980	966	949	928	903	875	843	807	769	728	683	636	587	534	481	425	367	308	248	187	125	63	0
